description,lat,lon,hour,geo_bucket,type
arbre tombé avenue des lilas,49.294532922773094,2.440602261927578,11,49.29279_2.44144,espace_vert
tapage nocturne avenue des lilas,49.27984726117066,2.4461457871776604,7,49.27928_2.44595,incivilite
tapage nocturne rue victor hugo,49.290508054497984,2.4473517893918526,1,49.28829_2.44595,incivilite
trottinette laissée place du marché,49.271483668167754,2.43415989253425,16,49.27027_2.43243,objet_abandonne
poubelles débordent avenue des lilas,49.28749299656441,2.4105683321907554,15,49.28829_2.40991,dechets_sauvages
animal sans maître place du marché,49.29565207334449,2.4019864576682344,22,49.29730_2.40090,animal_errant
chat blessé place du marché,49.27860614818611,2.4073600114080076,15,49.27928_2.40541,animal_errant
agression verbale rue victor hugo,49.259039257528116,2.4482773458946974,2,49.26126_2.45045,incivilite
parterre dégradé avenue des lilas,49.26343988075151,2.4231048412096383,18,49.26126_2.42342,espace_vert
chien errant place du marché,49.25993222884487,2.442749300741603,15,49.26126_2.44144,animal_errant
trottoir cassé avenue des lilas,49.262342851379785,2.4232522076779146,10,49.26126_2.42342,voirie
trottoir cassé avenue des lilas,49.265320772467554,2.433040879172992,8,49.26577_2.43243,voirie
barrière tordue rue victor hugo,49.27775668933766,2.4012070388561164,13,49.27928_2.40090,mobilier_urbain
trottoir cassé avenue des lilas,49.27939958147319,2.412493247135968,1,49.27928_2.41441,voirie
attroupement bruyant rue victor hugo,49.27132498736209,2.4218134640021294,12,49.27027_2.42342,incivilite
signalisation abîmée place du marché,49.28077103899104,2.431531552357708,4,49.27928_2.43243,voirie
parterre dégradé place du marché,49.25407874628057,2.408576059402659,19,49.25225_2.40991,espace_vert
poubelles débordent avenue des lilas,49.254389411852905,2.4382275732135246,13,49.25225_2.43694,dechets_sauvages
déchets au sol rue victor hugo,49.25859147301788,2.4182202353068116,0,49.25676_2.41892,dechets_sauvages
chien errant place du marché,49.27590387490202,2.4408717634616943,5,49.27477_2.44144,animal_errant
agression verbale avenue des lilas,49.26069973393491,2.404898454519753,21,49.26126_2.40541,incivilite
nid-de-poule rue victor hugo,49.26416422017463,2.4339878293841184,10,49.26577_2.43243,voirie
attroupement bruyant rue victor hugo,49.27001564180865,2.4146664166603253,16,49.27027_2.41441,incivilite
chat blessé rue victor hugo,49.29059330620052,2.439769158706131,22,49.29279_2.44144,animal_errant
tapage nocturne avenue des lilas,49.250693106795644,2.4201085213521205,21,49.25225_2.41892,incivilite
signalisation abîmée rue victor hugo,49.28246894101183,2.433267481613178,13,49.28378_2.43243,voirie
chat blessé place du marché,49.28344382655204,2.4467152634318237,13,49.28378_2.44595,animal_errant
nid-de-poule rue victor hugo,49.28993278901783,2.401031331600688,19,49.28829_2.40090,voirie
déchets au sol rue victor hugo,49.296637646953016,2.4005558391167185,6,49.29730_2.40090,dechets_sauvages
animal sans maître avenue des lilas,49.251006892447464,2.4385139626088357,18,49.25225_2.43694,animal_errant
signalisation abîmée place du marché,49.25768918527566,2.4323196525754036,21,49.25676_2.43243,voirie
vélo abandonné place du marché,49.2943085647028,2.4146489860252216,5,49.29279_2.41441,objet_abandonne
vélo abandonné place du marché,49.27292592810935,2.424719835138713,12,49.27477_2.42342,objet_abandonne
trottoir cassé avenue des lilas,49.27822953194667,2.4020967832799434,9,49.27928_2.40090,voirie
parterre dégradé place du marché,49.28315136018616,2.409622280268062,21,49.28378_2.40991,espace_vert
arbre tombé avenue des lilas,49.28395333022478,2.4212248187263583,18,49.28378_2.42342,espace_vert
tapage nocturne rue victor hugo,49.29658702016582,2.441702220811074,9,49.29730_2.44144,incivilite
banc cassé avenue des lilas,49.29984747087058,2.423983359143004,4,49.30180_2.42342,mobilier_urbain
signalisation abîmée avenue des lilas,49.28600787304655,2.429318125226299,12,49.28378_2.42793,voirie
nid-de-poule rue victor hugo,49.26436106046026,2.443687689599689,16,49.26577_2.44144,voirie
tas de déchets rue victor hugo,49.29398762011472,2.415440945679442,21,49.29279_2.41441,dechets_sauvages
barrière tordue rue victor hugo,49.25246104572704,2.4350349660551025,22,49.25225_2.43694,mobilier_urbain
barrière tordue place du marché,49.26155404264372,2.4430833629339124,4,49.26126_2.44144,mobilier_urbain
banc cassé rue victor hugo,49.29486928587318,2.410130785034809,20,49.29279_2.40991,mobilier_urbain
barrière tordue place du marché,49.26280957572197,2.4178239082573914,21,49.26126_2.41892,mobilier_urbain
tas de déchets avenue des lilas,49.261032552981085,2.4489905086944677,6,49.26126_2.45045,dechets_sauvages
vélo abandonné avenue des lilas,49.25690626465701,2.4491609282398104,19,49.25676_2.45045,objet_abandonne
signalisation abîmée avenue des lilas,49.292955587882346,2.411161496514697,6,49.29279_2.40991,voirie
chien errant place du marché,49.27500291295956,2.4033222919446313,14,49.27477_2.40541,animal_errant
signalisation abîmée place du marché,49.283744660152706,2.4135460805655025,14,49.28378_2.41441,voirie
poubelles débordent avenue des lilas,49.26195331920375,2.4198865978651845,20,49.26126_2.41892,dechets_sauvages
attroupement bruyant avenue des lilas,49.28790202105056,2.422050280046558,22,49.28829_2.42342,incivilite
tas de déchets avenue des lilas,49.2880002772481,2.430940315366521,0,49.28829_2.43243,dechets_sauvages
barrière tordue rue victor hugo,49.26562990124542,2.444975138006577,11,49.26577_2.44595,mobilier_urbain
attroupement bruyant place du marché,49.270534131650514,2.416517400595358,1,49.27027_2.41441,incivilite
nid-de-poule place du marché,49.26048451387151,2.4424992267749603,17,49.26126_2.44144,voirie
nid-de-poule avenue des lilas,49.29882805116615,2.4046739460463313,14,49.29730_2.40541,voirie
nid-de-poule avenue des lilas,49.28228012885292,2.402093734948661,6,49.28378_2.40090,voirie
tas de déchets rue victor hugo,49.296727194035775,2.425202259156173,8,49.29730_2.42342,dechets_sauvages
animal sans maître avenue des lilas,49.26516927718146,2.40298311116653,22,49.26577_2.40090,animal_errant
chien errant rue victor hugo,49.289094545649846,2.4196244900617114,21,49.28829_2.41892,animal_errant
déchets au sol place du marché,49.28829293219424,2.4448389058434614,2,49.28829_2.44595,dechets_sauvages
chat blessé place du marché,49.284582782593326,2.4120741518103737,20,49.28378_2.40991,animal_errant
tas de déchets rue victor hugo,49.29828194876334,2.435298788756245,9,49.29730_2.43694,dechets_sauvages
tapage nocturne place du marché,49.269677766805316,2.4151182696195033,1,49.27027_2.41441,incivilite
abribus brisé rue victor hugo,49.25653586617949,2.402246002762107,21,49.25676_2.40090,mobilier_urbain
déchets au sol rue victor hugo,49.283585442962206,2.4278345290705152,11,49.28378_2.42793,dechets_sauvages
attroupement bruyant avenue des lilas,49.28646549002386,2.4417426745268376,6,49.28829_2.44144,incivilite
signalisation abîmée avenue des lilas,49.27875302867294,2.420473422417131,4,49.27928_2.41892,voirie
trottoir cassé place du marché,49.26034089465667,2.4308646913229044,3,49.26126_2.43243,voirie
trottoir cassé place du marché,49.275222797083465,2.4450011798828863,0,49.27477_2.44595,voirie
banc cassé avenue des lilas,49.26560948682846,2.4394847256368495,14,49.26577_2.44144,mobilier_urbain
tas de déchets rue victor hugo,49.27137332640834,2.409693819969641,8,49.27027_2.40991,dechets_sauvages
poubelles débordent place du marché,49.28226092879223,2.43666919796825,5,49.28378_2.43694,dechets_sauvages
barrière tordue place du marché,49.287260737134545,2.4250946512580076,13,49.28829_2.42342,mobilier_urbain
parterre dégradé rue victor hugo,49.261611234545065,2.437298340394304,1,49.26126_2.43694,espace_vert
animal sans maître avenue des lilas,49.270266268032344,2.4247257775261106,11,49.27027_2.42342,animal_errant
nid-de-poule place du marché,49.26345807854958,2.406397908205415,22,49.26126_2.40541,voirie
arbre tombé avenue des lilas,49.25993158069309,2.428495472334462,5,49.26126_2.42793,espace_vert
trottoir cassé place du marché,49.28916936099979,2.4246066996198667,12,49.28829_2.42342,voirie
trottoir cassé rue victor hugo,49.29546263472185,2.425896086682072,3,49.29730_2.42793,voirie
agression verbale place du marché,49.26851160928423,2.4439451226822935,21,49.27027_2.44595,incivilite
banc cassé place du marché,49.28756394621869,2.4447418523353126,15,49.28829_2.44595,mobilier_urbain
tas de déchets place du marché,49.29484976446822,2.422676855338286,10,49.29279_2.42342,dechets_sauvages
caddie dans la rue avenue des lilas,49.29230621052651,2.4227866020640043,5,49.29279_2.42342,objet_abandonne
attroupement bruyant place du marché,49.25914066942696,2.4257593479436306,4,49.26126_2.42793,incivilite
signalisation abîmée place du marché,49.29781459407567,2.425979463916713,0,49.29730_2.42793,voirie
signalisation abîmée avenue des lilas,49.26883382202147,2.4475193572089555,18,49.27027_2.44595,voirie
déchets au sol rue victor hugo,49.26696203305869,2.4324700233688747,6,49.26577_2.43243,dechets_sauvages
banc cassé avenue des lilas,49.25312156636389,2.413872849744397,17,49.25225_2.41441,mobilier_urbain
trottinette laissée avenue des lilas,49.27430868270525,2.4265768398476992,9,49.27477_2.42793,objet_abandonne
poubelles débordent place du marché,49.25545068078205,2.431361179145399,9,49.25676_2.43243,dechets_sauvages
vélo abandonné rue victor hugo,49.26242699104637,2.4319885860506982,16,49.26126_2.43243,objet_abandonne
barrière tordue place du marché,49.265847131088364,2.429262711311909,23,49.26577_2.42793,mobilier_urbain
déchets au sol place du marché,49.29044131617459,2.408886807731077,6,49.28829_2.40991,dechets_sauvages
barrière tordue rue victor hugo,49.2937744325198,2.401679659453975,21,49.29279_2.40090,mobilier_urbain
abribus brisé avenue des lilas,49.265123315873076,2.4168921526183427,20,49.26577_2.41892,mobilier_urbain
chien errant place du marché,49.29293490606223,2.4213761077280127,21,49.29279_2.42342,animal_errant
attroupement bruyant avenue des lilas,49.29286154686849,2.4030902119788045,0,49.29279_2.40090,incivilite
signalisation abîmée avenue des lilas,49.28823254751924,2.4407483669009924,11,49.28829_2.44144,voirie
tas de déchets rue victor hugo,49.25733475570076,2.4172038718755138,16,49.25676_2.41892,dechets_sauvages
caddie dans la rue place du marché,49.28451614234503,2.445681637308925,15,49.28378_2.44595,objet_abandonne
abribus brisé avenue des lilas,49.29725120322903,2.4077205053921134,19,49.29730_2.40991,mobilier_urbain
arbre tombé avenue des lilas,49.28412702393836,2.4028467478468656,14,49.28378_2.40090,espace_vert
nid-de-poule rue victor hugo,49.26658084245539,2.424115805219316,18,49.26577_2.42342,voirie
nid-de-poule avenue des lilas,49.27502896587154,2.4094564668412852,19,49.27477_2.40991,voirie
chat blessé place du marché,49.28228625216755,2.446869963778893,16,49.28378_2.44595,animal_errant
attroupement bruyant rue victor hugo,49.275528520436424,2.400515169922687,3,49.27477_2.40090,incivilite
signalisation abîmée place du marché,49.255997647086545,2.4206309837529516,3,49.25676_2.41892,voirie
vélo abandonné rue victor hugo,49.265603202232604,2.446337388567258,2,49.26577_2.44595,objet_abandonne
poubelles débordent rue victor hugo,49.29011980152768,2.419220910336488,7,49.28829_2.41892,dechets_sauvages
signalisation abîmée place du marché,49.29307090230478,2.404655464030023,22,49.29279_2.40541,voirie
déchets au sol avenue des lilas,49.25686500163578,2.4151447471430894,8,49.25676_2.41441,dechets_sauvages
parterre dégradé avenue des lilas,49.297619337619935,2.4249005196917217,1,49.29730_2.42342,espace_vert
déchets au sol avenue des lilas,49.26644113089243,2.4092575843671664,18,49.26577_2.40991,dechets_sauvages
signalisation abîmée avenue des lilas,49.28311568693653,2.423328085257163,21,49.28378_2.42342,voirie
déchets au sol rue victor hugo,49.287591257297834,2.441817159789292,17,49.28829_2.44144,dechets_sauvages
arbre tombé avenue des lilas,49.290597311731894,2.4436308985098307,15,49.29279_2.44144,espace_vert
abribus brisé place du marché,49.2972874851113,2.4024630367355364,17,49.29730_2.40090,mobilier_urbain
haie non taillée avenue des lilas,49.26564597740144,2.4080451679026287,17,49.26577_2.40991,espace_vert
poubelles débordent place du marché,49.29292532272758,2.41376450678834,11,49.29279_2.41441,dechets_sauvages
déchets au sol rue victor hugo,49.25658434517181,2.42974329254438,1,49.25676_2.42793,dechets_sauvages
nid-de-poule place du marché,49.28525204531768,2.418049737939623,20,49.28378_2.41892,voirie
banc cassé rue victor hugo,49.2870988864757,2.4422020456723037,0,49.28829_2.44144,mobilier_urbain
trottoir cassé rue victor hugo,49.283886162060064,2.435833593414147,22,49.28378_2.43694,voirie
trottinette laissée place du marché,49.26261573680676,2.4050228011556753,15,49.26126_2.40541,objet_abandonne
poubelles débordent rue victor hugo,49.29365215735076,2.4312278751256047,16,49.29279_2.43243,dechets_sauvages
banc cassé place du marché,49.258442923168516,2.4056506312673487,0,49.25676_2.40541,mobilier_urbain
nid-de-poule avenue des lilas,49.25268173957604,2.412751783481823,20,49.25225_2.41441,voirie
chat blessé rue victor hugo,49.285873249530596,2.4088935316767115,22,49.28378_2.40991,animal_errant
abribus brisé rue victor hugo,49.273773785761634,2.4086530974600353,2,49.27477_2.40991,mobilier_urbain
poubelles débordent rue victor hugo,49.29245490099793,2.430819776238843,22,49.29279_2.43243,dechets_sauvages
parterre dégradé avenue des lilas,49.269169857052916,2.4281802461277078,19,49.27027_2.42793,espace_vert
caddie dans la rue avenue des lilas,49.25841392942539,2.408801407639386,15,49.25676_2.40991,objet_abandonne
chien errant place du marché,49.291822109623496,2.4495086402709214,20,49.29279_2.45045,animal_errant
banc cassé rue victor hugo,49.277445481582006,2.4210918366184146,13,49.27928_2.41892,mobilier_urbain
tas de déchets avenue des lilas,49.25945978961952,2.4048534664077468,15,49.26126_2.40541,dechets_sauvages
chien errant avenue des lilas,49.28601919992932,2.4060284508477556,23,49.28378_2.40541,animal_errant
chien errant avenue des lilas,49.27555568192447,2.42919468568633,8,49.27477_2.42793,animal_errant
signalisation abîmée avenue des lilas,49.280215649112016,2.4489534701691738,20,49.27928_2.45045,voirie
agression verbale place du marché,49.27304491691033,2.4285975550809598,20,49.27477_2.42793,incivilite
tas de déchets avenue des lilas,49.2914354491909,2.447452073830832,1,49.29279_2.44595,dechets_sauvages
poubelles débordent avenue des lilas,49.29147813578415,2.422206642537901,12,49.29279_2.42342,dechets_sauvages
barrière tordue avenue des lilas,49.285469441091216,2.4217920551826007,21,49.28378_2.42342,mobilier_urbain
caddie dans la rue place du marché,49.25527006886983,2.425000367965794,4,49.25676_2.42342,objet_abandonne
tas de déchets place du marché,49.2919426930952,2.4348712729077775,20,49.29279_2.43694,dechets_sauvages
banc cassé place du marché,49.283550649026644,2.4183807983225667,19,49.28378_2.41892,mobilier_urbain
trottoir cassé place du marché,49.28485120830022,2.4431943016339477,16,49.28378_2.44144,voirie
vélo abandonné rue victor hugo,49.26814914202019,2.4014640692384073,5,49.27027_2.40090,objet_abandonne
chien errant avenue des lilas,49.29396397780785,2.421988209751422,16,49.29279_2.42342,animal_errant
